year,class_id,class_hh,class_m_edu,class_lag_mean,class_size,grade,school_hh,school_m_edu,class_mean,id_teacher,res_lag1,res_lag2,res_lag3,res_lag4,res_lag5,res_lag6,weight1,weight2,weight3,weight4,weight5,weight6
2002,3714,11974.553,17.555555,-.21532322,27,8,12053.527,16.791241,-2.6284866,671,-2.7151048,,,,,,56,60,,,,
2003,8520,11724.378,17.777779,.1014522,27,8,12159.908,16.73785,-2.5748398,671,-2.6284866,-2.7151048,,,,,54,56,60,,,
2004,8526,11916.192,16.357143,-.083306991,28,8,11920.668,16.655834,-2.5898137,671,-2.5748398,-2.6284866,-2.7151048,,,,55,55,57,61,,
2005,3732,12157.511,16.958334,.32898068,24,8,12083.969,16.617863,-2.6535432,671,-2.5898137,-2.5748398,-2.6284866,-2.7151048,,,52,51,51,53,57,
2006,3738,11192.573,17.692308,.12489638,26,8,11923.197,16.621346,-2.7377851,671,-2.6535432,-2.5898137,-2.5748398,-2.6284866,-2.7151048,,50,54,53,53,55,59
2007,6144,11773.313,16.965517,.018450473,29,8,12020.451,16.23844,-2.7096539,671,-2.7377851,-2.6535432,-2.5898137,-2.5748398,-2.6284866,-2.7151048,55,53,57,56,56,58
2000,8502,12221.684,16.0625,,32,8,12106.534,16.856331,,672,,,,,,,,,,,,
2001,1308,11488.735,17.580645,.10612802,31,8,12277.406,16.901306,-2.7198141,672,,,,,,,63,,,,,
2002,8514,12172.787,16.878788,.15017916,33,8,12053.527,16.791241,-2.7383926,672,-2.7198141,,,,,,64,65,,,,
2003,6120,13710.169,18.807692,.10568912,26,8,12159.908,16.73785,-2.7638004,672,-2.7383926,-2.7198141,,,,,59,57,58,,,
2004,6126,12612.218,17.607143,-.10700492,28,8,11920.668,16.655834,-2.8431249,672,-2.7638004,-2.7383926,-2.7198141,,,,54,61,59,60,,
2005,8532,12480.702,16.709677,-.18092987,31,8,12083.969,16.617863,-2.6960821,672,-2.8431249,-2.7638004,-2.7383926,-2.7198141,,,59,57,64,62,63,
2006,8538,11186.574,16.466667,.16790822,30,8,11923.197,16.621346,-2.672729,672,-2.6960821,-2.8431249,-2.7638004,-2.7383926,-2.7198141,,61,58,56,63,61,62
2007,1344,12970.091,16.172413,.23057771,29,8,12020.451,16.23844,-2.6443417,672,-2.672729,-2.6960821,-2.8431249,-2.7638004,-2.7383926,-2.7198141,59,60,57,55,62,60
2000,6145,10442.817,18.125,,24,3,11904.071,16.859421,,673,,,,,,,,,,,,
2001,6151,11857.449,16.884615,,26,3,12062.323,16.865103,,673,,,,,,,50,,,,,
2002,6157,11958.792,16.655172,,29,3,12055.049,16.788774,,673,,,,,,,55,53,,,,
2003,8563,12815.96,14.5625,,32,3,12193.143,16.676428,,673,,,,,,,61,58,56,,,
2004,1369,11869.154,16.461538,,26,3,12230.436,16.659824,,673,,,,,,,58,55,52,50,,
2005,6175,12935.605,16.192308,,26,3,12256.48,16.582003,,673,,,,,,,52,58,55,52,50,
2006,3781,12830.654,16.217392,,23,3,11954.299,16.428572,,673,,,,,,,49,49,55,52,49,47
2007,6187,12278.315,16.939394,,33,3,12392.495,16.528248,,673,,,,,,,56,59,59,65,62,59
2000,8545,12314.254,17.321428,,28,3,11904.071,16.859421,,674,,,,,,,,,,,,
2001,8551,11709.077,14.909091,,33,3,12062.323,16.865103,,674,,,,,,,61,,,,,
2002,3757,12252.636,17.366667,,30,3,12055.049,16.788774,,674,,,,,,,63,58,,,,
2003,3763,13447.022,16.39394,,33,3,12193.143,16.676428,,674,,,,,,,63,66,61,,,
2004,6169,11914.731,16.8125,,32,3,12230.436,16.659824,,674,,,,,,,65,62,65,60,,
2005,3775,12615.709,15.931034,,29,3,12256.48,16.582003,,674,,,,,,,61,62,59,62,57,
2006,6181,12829.817,16.225807,,31,3,11954.299,16.428572,,674,,,,,,,60,63,64,61,64,59
2007,1387,11911.281,16.878788,,33,3,12392.495,16.528248,,674,,,,,,,64,62,65,66,63,66
2000,1345,11217.3,16.620689,,29,3,11904.071,16.859421,,675,,,,,,,,,,,,
2001,1351,12033.6,16.344828,,29,3,12062.323,16.865103,,675,,,,,,,58,,,,,
2002,8557,11163.485,15.625,,32,3,12055.049,16.788774,,675,,,,,,,61,61,,,,
2003,6163,12568.014,17.148148,,27,3,12193.143,16.676428,,675,,,,,,,59,56,56,,,
2004,8569,10629.177,16.75,,28,3,12230.436,16.659824,,675,,,,,,,55,60,57,57,,
2005,1375,11460.081,17.034483,,29,3,12256.48,16.582003,,675,,,,,,,57,56,61,58,58,
2006,1381,12279.452,17,,29,3,11954.299,16.428572,,675,,,,,,,58,57,56,61,58,58
2007,3787,13803.23,17.517241,,29,3,12392.495,16.528248,,675,,,,,,,58,58,57,56,61,58
2000,3745,11065.658,17.551723,,29,3,11904.071,16.859421,,676,,,,,,,,,,,,
2001,3751,12392.104,17.538462,,26,3,12062.323,16.865103,,676,,,,,,,55,,,,,
2002,1357,12112.853,16.454546,,22,3,12055.049,16.788774,,676,,,,,,,48,51,,,,
2003,1363,12321.575,16.607143,,28,3,12193.143,16.676428,,676,,,,,,,50,54,57,,,
2004,3769,13258.206,17.448277,,29,3,12230.436,16.659824,,676,,,,,,,57,51,55,58,,
2005,8575,11803.25,16.181818,,33,3,12256.48,16.582003,,676,,,,,,,62,61,55,59,62,
2006,8581,12331.744,16.193548,,31,3,11954.299,16.428572,,676,,,,,,,64,60,59,53,57,60
2007,8587,12064.862,16.294117,,34,3,12392.495,16.528248,,676,,,,,,,65,67,63,62,56,60
2000,3746,11754.627,17.559999,,25,4,11904.071,16.859421,,677,,,,,,,,,,,,
2001,8552,12319.977,16.818182,-.35803717,33,4,12062.323,16.865103,-2.7303882,677,,,,,,,58,,,,,
2002,3758,12382.484,15.769231,.35559773,26,4,12055.049,16.788774,-2.6959383,677,-2.7303882,,,,,,59,51,,,,
2003,8564,10813.601,17.52,.000093573777,25,4,12193.143,16.676428,-2.6659689,677,-2.6959383,-2.7303882,,,,,51,58,50,,,
2004,3770,12197.753,16.655172,.43403646,29,4,12230.436,16.659824,-2.6583562,677,-2.6659689,-2.6959383,-2.7303882,,,,54,55,62,54,,
2005,3776,12173.79,17.74074,-.13880756,27,4,12256.48,16.582003,-2.6172576,677,-2.6583562,-2.6659689,-2.6959383,-2.7303882,,,56,52,53,60,52,
2006,3782,12633.945,15.636364,.44594687,33,4,11954.299,16.428572,-2.6626801,677,-2.6172576,-2.6583562,-2.6659689,-2.6959383,-2.7303882,,60,62,58,59,66,58
2007,3788,12443.075,18.148148,.34081718,27,4,12392.495,16.528248,-2.683172,677,-2.6626801,-2.6172576,-2.6583562,-2.6659689,-2.6959383,-2.7303882,60,54,56,52,53,60
2000,1346,12448.371,16.058823,,34,4,11904.071,16.859421,,678,,,,,,,,,,,,
2001,3752,11662.294,17.458334,-.38211885,24,4,12062.323,16.865103,-2.6593809,678,,,,,,,58,,,,,
2002,8558,12049.763,15.6,-.31834605,30,4,12055.049,16.788774,-2.6255047,678,-2.6593809,,,,,,54,64,,,,
2003,6164,12412.231,16.25926,.10404003,27,4,12193.143,16.676428,-2.7020109,678,-2.6255047,-2.6593809,,,,,57,51,61,,,
2004,8570,12085.219,15.451612,.029735699,31,4,12230.436,16.659824,-2.7286818,678,-2.7020109,-2.6255047,-2.6593809,,,,58,61,55,65,,
2005,8576,14241.612,17.709677,.1357782,31,4,12256.48,16.582003,-2.6228318,678,-2.7286818,-2.7020109,-2.6255047,-2.6593809,,,62,58,61,55,65,
2006,8582,11691.982,16.689655,-.14995244,29,4,11954.299,16.428572,-2.5263705,678,-2.6228318,-2.7286818,-2.7020109,-2.6255047,-2.6593809,,60,60,56,59,53,63
2007,6188,12916.969,15.37037,.05712726,27,4,12392.495,16.528248,-2.6706405,678,-2.5263705,-2.6228318,-2.7286818,-2.7020109,-2.6255047,-2.6593809,56,58,58,54,57,51
2000,6146,12734.893,17.923077,,26,4,11904.071,16.859421,,679,,,,,,,,,,,,
2001,1352,11763.341,18.166666,.025195526,24,4,12062.323,16.865103,-2.7594213,679,,,,,,,50,,,,,
2002,6158,11526.113,16.538462,.11934543,26,4,12055.049,16.788774,-2.6936212,679,-2.7594213,,,,,,50,52,,,,
2003,1364,11159.643,17.382353,-.28188616,34,4,12193.143,16.676428,-2.6370873,679,-2.6936212,-2.7594213,,,,,60,58,60,,,
2004,6170,11279.294,16.206896,.037088219,29,4,12230.436,16.659824,-2.6962457,679,-2.6370873,-2.6936212,-2.7594213,,,,63,55,53,55,,
2005,6176,12082.303,16.928572,-.18556003,28,4,12256.48,16.582003,-2.6678867,679,-2.6962457,-2.6370873,-2.6936212,-2.7594213,,,57,62,54,52,54,
2006,6182,11024.404,17,.0806261,26,4,11954.299,16.428572,-2.624145,679,-2.6678867,-2.6962457,-2.6370873,-2.6936212,-2.7594213,,54,55,60,52,50,52
2007,1388,12960.131,15.129032,.11963134,31,4,12392.495,16.528248,-2.6747298,679,-2.624145,-2.6678867,-2.6962457,-2.6370873,-2.6936212,-2.7594213,57,59,60,65,57,55
2000,8546,10499.859,15.88,,25,4,11904.071,16.859421,,680,,,,,,,,,,,,
2001,6152,12183.403,17.275862,-.10285516,29,4,12062.323,16.865103,-2.6485205,680,,,,,,,54,,,,,
2002,1358,12190.554,17.28125,-.1218563,32,4,12055.049,16.788774,-2.7080564,680,-2.6485205,,,,,,61,57,,,,
2003,3764,12339.262,14.740741,.09094809,27,4,12193.143,16.676428,-2.7143874,680,-2.7080564,-2.6485205,,,,,59,56,52,,,
2004,1370,12001.639,16.225807,.40645841,31,4,12230.436,16.659824,-2.7195804,680,-2.7143874,-2.7080564,-2.6485205,,,,58,63,60,56,,
2005,1376,13043.89,15.137931,.081114531,29,4,12256.48,16.582003,-2.6682479,680,-2.7195804,-2.7143874,-2.7080564,-2.6485205,,,60,56,61,58,54,
2006,1382,12715.504,16.172413,-.16619007,29,4,11954.299,16.428572,-2.6213815,680,-2.6682479,-2.7195804,-2.7143874,-2.7080564,-2.6485205,,58,60,56,61,58,54
2007,8588,11756.356,17.137932,.017349631,29,4,12392.495,16.528248,-2.7079744,680,-2.6213815,-2.6682479,-2.7195804,-2.7143874,-2.7080564,-2.6485205,58,58,60,56,61,58
2000,6147,11477.081,17.0625,,32,5,11904.071,16.859421,,681,,,,,,,,,,,,
2001,3753,10448.09,16.92,.068847291,25,5,12062.323,16.865103,-2.7359805,681,,,,,,,57,,,,,
2002,1359,11506.355,18.75,.15795602,28,5,12055.049,16.788774,-2.6922483,681,-2.7359805,,,,,,53,60,,,,
2003,6165,11466.968,16.185184,-.12017416,27,5,12193.143,16.676428,-2.7114751,681,-2.6922483,-2.7359805,,,,,55,52,59,,,
2004,6171,12012.294,16.4,-.40550163,25,5,12230.436,16.659824,-2.6589317,681,-2.7114751,-2.6922483,-2.7359805,,,,52,53,50,57,,
2005,1377,12305.139,15.818182,.048637286,33,5,12256.48,16.582003,-2.6687953,681,-2.6589317,-2.7114751,-2.6922483,-2.7359805,,,58,60,61,58,65,
2006,8583,12005.828,17.461538,.11065875,26,5,11954.299,16.428572,-2.5351701,681,-2.6687953,-2.6589317,-2.7114751,-2.6922483,-2.7359805,,59,51,53,54,51,58
2007,1389,12098.133,15.814815,-.0066062617,27,5,12392.495,16.528248,-2.6687114,681,-2.5351701,-2.6687953,-2.6589317,-2.7114751,-2.6922483,-2.7359805,53,60,52,54,55,52
2000,3747,13029.797,17.192308,,26,5,11904.071,16.859421,,682,,,,,,,,,,,,
2001,8553,12412.875,17.161291,-.058194388,31,5,12062.323,16.865103,-2.7576227,682,,,,,,,57,,,,,
2002,6159,11798.785,16.379311,-.060248785,29,5,12055.049,16.788774,-2.7017169,682,-2.7576227,,,,,,60,55,,,,
2003,1365,12156.312,16.407408,-.1416389,27,5,12193.143,16.676428,-2.6631949,682,-2.7017169,-2.7576227,,,,,56,58,53,,,
2004,1371,11710.146,17.888889,-.15212855,27,5,12230.436,16.659824,-2.7154541,682,-2.6631949,-2.7017169,-2.7576227,,,,54,56,58,53,,
2005,8577,12858.033,15.571428,-.49121898,28,5,12256.48,16.582003,-2.6713965,682,-2.7154541,-2.6631949,-2.7017169,-2.7576227,,,55,55,57,59,54,
2006,1383,12179.305,14.37037,.33003268,27,5,11954.299,16.428572,-2.6549239,682,-2.6713965,-2.7154541,-2.6631949,-2.7017169,-2.7576227,,55,54,54,56,58,53
2007,3789,11727.295,17.73077,.32465437,26,5,12392.495,16.528248,-2.6561255,682,-2.6549239,-2.6713965,-2.7154541,-2.6631949,-2.7017169,-2.7576227,53,54,53,53,55,57
2000,8547,13691.408,17,,31,5,11904.071,16.859421,,683,,,,,,,,,,,,
2001,1353,12244.751,17.307692,-.2658489,26,5,12062.323,16.865103,-2.7775888,683,,,,,,,57,,,,,
2002,3759,12500.317,17.413794,-.063007116,29,5,12055.049,16.788774,-2.7798367,683,-2.7775888,,,,,,55,60,,,,
2003,3765,11686.877,16.806452,.13469173,31,5,12193.143,16.676428,-2.7444718,683,-2.7798367,-2.7775888,,,,,60,57,62,,,
2004,3771,12072.708,16.379311,.01704439,29,5,12230.436,16.659824,-2.7663767,683,-2.7444718,-2.7798367,-2.7775888,,,,60,58,55,60,,
2005,3777,12502.518,16.242424,.16505873,33,5,12256.48,16.582003,-2.6849098,683,-2.7663767,-2.7444718,-2.7798367,-2.7775888,,,62,64,62,59,64,
2006,3783,11171.265,17.8125,.33364061,32,5,11954.299,16.428572,-2.6510825,683,-2.6849098,-2.7663767,-2.7444718,-2.7798367,-2.7775888,,65,61,63,61,58,63
2007,8589,12690.702,14.647058,.092623979,34,5,12392.495,16.528248,-2.6390474,683,-2.6510825,-2.6849098,-2.7663767,-2.7444718,-2.7798367,-2.7775888,66,67,63,65,63,60
2000,1347,11965.784,16.629629,,27,5,11904.071,16.859421,,684,,,,,,,,,,,,
2001,6153,12631.224,15.821428,.16255192,28,5,12062.323,16.865103,-2.6649323,684,,,,,,,55,,,,,
2002,8559,10852.632,16.916666,-.20396911,24,5,12055.049,16.788774,-2.6107831,684,-2.6649323,,,,,,52,51,,,,
2003,8565,11463.847,15.862069,.033996239,29,5,12193.143,16.676428,-2.6331351,684,-2.6107831,-2.6649323,,,,,53,57,56,,,
2004,8571,12503.95,15.5625,.050007105,32,5,12230.436,16.659824,-2.7749693,684,-2.6331351,-2.6107831,-2.6649323,,,,61,56,60,59,,
2005,6177,12834.042,16.961538,-.075725168,26,5,12256.48,16.582003,-2.7754152,684,-2.7749693,-2.6331351,-2.6107831,-2.6649323,,,58,55,50,54,53,
2006,6183,11158.244,17.633333,.14082164,30,5,11954.299,16.428572,-2.7131333,684,-2.7754152,-2.7749693,-2.6331351,-2.6107831,-2.6649323,,56,62,59,54,58,57
2007,6189,13081.033,17.5,-.12754205,30,5,12392.495,16.528248,-2.710113,684,-2.7131333,-2.7754152,-2.7749693,-2.6331351,-2.6107831,-2.6649323,60,56,62,59,54,58
2000,1348,12393.265,14.769231,,26,6,11904.071,16.859421,,685,,,,,,,,,,,,
2001,3754,10739.685,16.700001,-.063254267,30,6,12062.323,16.865103,-2.65202,685,,,,,,,56,,,,,
2002,3760,11842.547,16.678572,.10711797,28,6,12055.049,16.788774,-2.6943464,685,-2.65202,,,,,,58,54,,,,
2003,3766,10999.658,17.48,-.14505844,25,6,12193.143,16.676428,-2.7221549,685,-2.6943464,-2.65202,,,,,53,55,51,,,
2004,1372,12337.579,16.576923,-.15716641,26,6,12230.436,16.659824,-2.671479,685,-2.7221549,-2.6943464,-2.65202,,,,51,54,56,52,,
2005,8578,13514.384,17.5,.0027989398,22,6,12256.48,16.582003,-2.5855968,685,-2.671479,-2.7221549,-2.6943464,-2.65202,,,48,47,50,52,48,
2006,3784,11708.141,15.777778,.15733066,27,6,11954.299,16.428572,-2.5678964,685,-2.5855968,-2.671479,-2.7221549,-2.6943464,-2.65202,,49,53,52,55,57,53
2007,6190,12062.855,16.709677,-.088265389,31,6,12392.495,16.528248,-2.7068589,685,-2.5678964,-2.5855968,-2.671479,-2.7221549,-2.6943464,-2.65202,58,53,57,56,59,61
2000,6148,12568.647,18.90625,,32,6,11904.071,16.859421,,686,,,,,,,,,,,,
2001,8554,13251.465,17.444445,.27616349,27,6,12062.323,16.865103,-2.6903844,686,,,,,,,59,,,,,
2002,6160,11846.92,18.035715,-.31731644,28,6,12055.049,16.788774,-2.7154765,686,-2.6903844,,,,,,55,60,,,,
2003,8566,11628.618,16.76923,-.060772624,26,6,12193.143,16.676428,-2.7270463,686,-2.7154765,-2.6903844,,,,,54,53,58,,,
2004,8572,14232.233,15.16129,.087002069,31,6,12230.436,16.659824,-2.6304927,686,-2.7270463,-2.7154765,-2.6903844,,,,57,59,58,63,,
2005,1378,12037.697,17.517241,.059182215,29,6,12256.48,16.582003,-2.5963821,686,-2.6304927,-2.7270463,-2.7154765,-2.6903844,,,60,55,57,56,61,
2006,1384,11527.22,15.740741,.21842517,27,6,11954.299,16.428572,-2.5699155,686,-2.5963821,-2.6304927,-2.7270463,-2.7154765,-2.6903844,,56,58,53,55,54,59
2007,8590,14201.045,17.096775,.0082204165,31,6,12392.495,16.528248,-2.6972246,686,-2.5699155,-2.5963821,-2.6304927,-2.7270463,-2.7154765,-2.6903844,58,60,62,57,59,58
2000,8548,11405.949,15.724138,,29,6,11904.071,16.859421,,687,,,,,,,,,,,,
2001,6154,12707.566,17.148148,.027839646,27,6,12062.323,16.865103,-2.6822259,687,,,,,,,56,,,,,
2002,8560,12456.779,17.52174,.21711218,23,6,12055.049,16.788774,-2.6806247,687,-2.6822259,,,,,,50,52,,,,
2003,1366,12390.868,18.366667,-.24054778,30,6,12193.143,16.676428,-2.7132006,687,-2.6806247,-2.6822259,,,,,53,57,59,,,
2004,6172,12665.37,18.586206,-.1301201,29,6,12230.436,16.659824,-2.6764567,687,-2.7132006,-2.6806247,-2.6822259,,,,59,52,56,58,,
2005,3778,12042.567,14.9,-.11561237,30,6,12256.48,16.582003,-2.6498091,687,-2.6764567,-2.7132006,-2.6806247,-2.6822259,,,59,60,53,57,59,
2006,8584,12172.034,15.764706,-.036549341,34,6,11954.299,16.428572,-2.6145761,687,-2.6498091,-2.6764567,-2.7132006,-2.6806247,-2.6822259,,64,63,64,57,61,63
2007,3790,12822.016,16.928572,-.061716322,28,6,12392.495,16.528248,-2.6357958,687,-2.6145761,-2.6498091,-2.6764567,-2.7132006,-2.6806247,-2.6822259,62,58,57,58,51,55
2000,3748,12359.311,17.25926,,27,6,11904.071,16.859421,,688,,,,,,,,,,,,
2001,1354,11365.068,16.6875,.16425221,32,6,12062.323,16.865103,-2.6563234,688,,,,,,,59,,,,,
2002,1360,11856.654,15.258064,-.2350432,31,6,12055.049,16.788774,-2.6782012,688,-2.6563234,,,,,,63,58,,,,
2003,6166,12546.942,16.793104,-.018297281,29,6,12193.143,16.676428,-2.5981672,688,-2.6782012,-2.6563234,,,,,60,61,56,,,
2004,3772,11025.143,15.035714,-.25071591,28,6,12230.436,16.659824,-2.659514,688,-2.5981672,-2.6782012,-2.6563234,,,,57,59,60,55,,
2005,6178,11334.653,16.4375,-.14285055,32,6,12256.48,16.582003,-2.5763483,688,-2.659514,-2.5981672,-2.6782012,-2.6563234,,,60,61,63,64,59,
2006,6184,11475.459,17.125,.098908342,32,6,11954.299,16.428572,-2.5918841,688,-2.5763483,-2.659514,-2.5981672,-2.6782012,-2.6563234,,64,60,61,63,64,59
2007,1390,12149.984,16.76,-.13828035,25,6,12392.495,16.528248,-2.643182,688,-2.5918841,-2.5763483,-2.659514,-2.5981672,-2.6782012,-2.6563234,57,57,53,54,56,57
2000,3749,12619.16,17.074074,,27,7,11904.071,16.859421,,689,,,,,,,,,,,,
2001,6155,12896.666,14.071428,.40709507,28,7,12062.323,16.865103,-2.7511818,689,,,,,,,55,,,,,
2002,8561,12052.51,17.857143,-.066204801,28,7,12055.049,16.788774,-2.6148918,689,-2.7511818,,,,,,56,55,,,,
2003,3767,12139.041,16.275862,.090755105,29,7,12193.143,16.676428,-2.7054672,689,-2.6148918,-2.7511818,,,,,57,57,56,,,
2004,6173,12050.071,17.68,-.03956224,25,7,12230.436,16.659824,-2.7335439,689,-2.7054672,-2.6148918,-2.7511818,,,,54,53,53,52,,
2005,8579,11829.853,17.538462,.077678964,26,7,12256.48,16.582003,-2.6086922,689,-2.7335439,-2.7054672,-2.6148918,-2.7511818,,,51,55,54,54,53,
2006,8585,12196.33,14.448276,-.1321665,29,7,11954.299,16.428572,-2.5549004,689,-2.6086922,-2.7335439,-2.7054672,-2.6148918,-2.7511818,,55,54,58,57,57,56
2007,3791,12421.563,15.848485,.21272613,33,7,12392.495,16.528248,-2.6308463,689,-2.5549004,-2.6086922,-2.7335439,-2.7054672,-2.6148918,-2.7511818,62,59,58,62,61,61
2000,1349,11335.202,16.700001,,30,7,11904.071,16.859421,,690,,,,,,,,,,,,
2001,3755,12416.141,15.967742,-.17785442,31,7,12062.323,16.865103,-2.7342229,690,,,,,,,61,,,,,
2002,6161,11735.997,17.222221,.089273803,27,7,12055.049,16.788774,-2.6676998,690,-2.7342229,,,,,,58,57,,,,
2003,1367,11458.631,17.884615,-.097980142,26,7,12193.143,16.676428,-2.6710289,690,-2.6676998,-2.7342229,,,,,53,57,56,,,
2004,1373,11348.275,17.703703,-.13379079,27,7,12230.436,16.659824,-2.7398679,690,-2.6710289,-2.6676998,-2.7342229,,,,53,54,58,57,,
2005,6179,11388.308,16.666666,.15016013,30,7,12256.48,16.582003,-2.6734469,690,-2.7398679,-2.6710289,-2.6676998,-2.7342229,,,57,56,57,61,60,
2006,6185,12857.72,16.551723,.35616434,29,7,11954.299,16.428572,-2.5837567,690,-2.6734469,-2.7398679,-2.6710289,-2.6676998,-2.7342229,,59,56,55,56,60,59
2007,8591,12979.577,15.193548,-.30251899,31,7,12392.495,16.528248,-2.6956542,690,-2.5837567,-2.6734469,-2.7398679,-2.6710289,-2.6676998,-2.7342229,60,61,58,57,58,62
2000,6149,10589.648,16.818182,,33,7,11904.071,16.859421,,691,,,,,,,,,,,,
2001,8555,13446.125,18.52,-.040704653,25,7,12062.323,16.865103,-2.7213805,691,,,,,,,58,,,,,
2002,1361,12596.936,17.09091,-.067771792,33,7,12055.049,16.788774,-2.640269,691,-2.7213805,,,,,,58,66,,,,
2003,6167,13307.276,17.076923,-.34614056,26,7,12193.143,16.676428,-2.6969466,691,-2.640269,-2.7213805,,,,,59,51,59,,,
2004,3773,13339.866,15.851851,.077567555,27,7,12230.436,16.659824,-2.7633364,691,-2.6969466,-2.640269,-2.7213805,,,,53,60,52,60,,
2005,1379,11261.514,15.766666,.32908887,30,7,12256.48,16.582003,-2.6794302,691,-2.7633364,-2.6969466,-2.640269,-2.7213805,,,57,56,63,55,63,
2006,3785,12937.931,17.653847,-.28561425,26,7,11954.299,16.428572,-2.672157,691,-2.6794302,-2.7633364,-2.6969466,-2.640269,-2.7213805,,56,53,52,59,51,59
2007,1391,11236.711,17.16,-.0061447117,25,7,12392.495,16.528248,-2.6308715,691,-2.672157,-2.6794302,-2.7633364,-2.6969466,-2.640269,-2.7213805,51,55,52,51,58,50
2000,8549,10317.102,17.321428,,28,7,11904.071,16.859421,,692,,,,,,,,,,,,
2001,1355,11968.32,18.633333,-.0018921847,30,7,12062.323,16.865103,-2.6513453,692,,,,,,,58,,,,,
2002,3761,11373.388,15.714286,-.086928867,28,7,12055.049,16.788774,-2.6171446,692,-2.6513453,,,,,,58,56,,,,
2003,8567,12522.695,16.103449,.044027615,29,7,12193.143,16.676428,-2.6867378,692,-2.6171446,-2.6513453,,,,,57,59,57,,,
2004,8573,11848.046,18.161291,-.17512976,31,7,12230.436,16.659824,-2.6096959,692,-2.6867378,-2.6171446,-2.6513453,,,,60,59,61,59,,
2005,3779,12003.963,15.428572,-.080748282,28,7,12256.48,16.582003,-2.6688609,692,-2.6096959,-2.6867378,-2.6171446,-2.6513453,,,59,57,56,58,56,
2006,1385,11609.289,17.517241,.22552115,29,7,11954.299,16.428572,-2.7019525,692,-2.6688609,-2.6096959,-2.6867378,-2.6171446,-2.6513453,,57,60,58,57,59,57
2007,6191,12946.18,16.516129,.021130178,31,7,12392.495,16.528248,-2.7184753,692,-2.7019525,-2.6688609,-2.6096959,-2.6867378,-2.6171446,-2.6513453,60,59,62,60,59,61
2000,8550,12705.131,17.833334,,30,8,11904.071,16.859421,,693,,,,,,,,,,,,
2001,1356,12034.29,17.666666,-.23727055,33,8,12062.323,16.865103,-2.7545085,693,,,,,,,63,,,,,
2002,3762,11775.352,16.615385,-.17231014,26,8,12055.049,16.788774,-2.6603701,693,-2.7545085,,,,,,59,56,,,,
2003,3768,11855.729,16.852942,-.15350404,34,8,12193.143,16.676428,-2.686187,693,-2.6603701,-2.7545085,,,,,60,67,64,,,
2004,8574,12474.729,16.870968,-.13273227,31,8,12230.436,16.659824,-2.7011905,693,-2.686187,-2.6603701,-2.7545085,,,,65,57,64,61,,
2005,3780,10594.948,17.615385,.19254693,26,8,12256.48,16.582003,-2.5873182,693,-2.7011905,-2.686187,-2.6603701,-2.7545085,,,57,60,52,59,56,
2006,6186,11867.313,16.482759,.1203104,29,8,11954.299,16.428572,-2.5689898,693,-2.5873182,-2.7011905,-2.686187,-2.6603701,-2.7545085,,55,60,63,55,62,59
2007,3792,11466.454,16.103449,.20044756,29,8,12392.495,16.528248,-2.7386749,693,-2.5689898,-2.5873182,-2.7011905,-2.686187,-2.6603701,-2.7545085,58,55,60,63,55,62
2000,6150,10937.274,15.5625,,32,8,11904.071,16.859421,,694,,,,,,,,,,,,
2001,6156,11219.292,16.035715,-.38104746,28,8,12062.323,16.865103,-2.7029798,694,,,,,,,60,,,,,
2002,1362,13596.777,17.23077,.19716105,26,8,12055.049,16.788774,-2.6211631,694,-2.7029798,,,,,,54,58,,,,
2003,6168,12408.413,16.407408,.037620891,27,8,12193.143,16.676428,-2.6140151,694,-2.6211631,-2.7029798,,,,,53,55,59,,,
2004,3774,12859.529,17.038462,.33137798,26,8,12230.436,16.659824,-2.6338768,694,-2.6140151,-2.6211631,-2.7029798,,,,53,52,54,58,,
2005,1380,11952.657,17.074074,-.084577784,27,8,12256.48,16.582003,-2.5914464,694,-2.6338768,-2.6140151,-2.6211631,-2.7029798,,,53,54,53,55,59,
2006,1386,9979.5586,17.058823,-.39068574,34,8,11954.299,16.428572,-2.6968825,694,-2.5914464,-2.6338768,-2.6140151,-2.6211631,-2.7029798,,61,60,61,60,62,66
2007,8592,11566.823,17.535715,.00011063687,28,8,12392.495,16.528248,-2.6132932,694,-2.6968825,-2.5914464,-2.6338768,-2.6140151,-2.6211631,-2.7029798,62,55,54,55,54,56
2000,3750,14694.732,15.444445,,27,8,11904.071,16.859421,,695,,,,,,,,,,,,
2001,3756,12930.431,16.354839,-.36652055,31,8,12062.323,16.865103,-2.7440069,695,,,,,,,58,,,,,
2002,8562,12292.778,16.6875,.046098743,32,8,12055.049,16.788774,-2.7195594,695,-2.7440069,,,,,,63,59,,,,
2003,1368,14163.214,17.153847,-.010255271,26,8,12193.143,16.676428,-2.6497428,695,-2.7195594,-2.7440069,,,,,58,57,53,,,
2004,1374,12951.224,16.26923,-.23493643,26,8,12230.436,16.659824,-2.6636751,695,-2.6497428,-2.7195594,-2.7440069,,,,52,58,57,53,,
2005,8580,13333.123,17.275862,-.22522306,29,8,12256.48,16.582003,-2.6663625,695,-2.6636751,-2.6497428,-2.7195594,-2.7440069,,,55,55,61,60,56,
2006,3786,11973.468,16.4,-.11773241,25,8,11954.299,16.428572,-2.6278815,695,-2.6663625,-2.6636751,-2.6497428,-2.7195594,-2.7440069,,54,51,51,57,56,52
